f_property_type,f_neighbourhood_cleansed,f_host_response_time,p_host_response_rate,p_host_acceptance_rate,n_accommodates,n_bathrooms,n_bedrooms,n_beds,n_review_scores_rating,n_number_of_reviews,n_reviews_per_month,n_minimum_nights,n_availability_365,n_days_sincefirst,n_days_sincelast,d_baking_sheet,d_bathtub,d_bed_linens,d_bidet,d_building_staff,d_carbon_monoxide_alarm,d_cleaning_before_checkout,d_cleaning_products,d_cooking_basics,d_dining_table,d_dishes_and_silverware,d_drying_rack_for_clothing,d_elevator,d_essentials,d_ethernet_connection,d_ev_charger,d_extra_pillows_and_blankets,d_fire_extinguisher,d_first_aid_kit,d_freezer,d_hangers,d_host_greets_you,d_hot_tub,d_hot_water,d_hot_water_kettle,d_keypad,d_laundromat_nearby,d_lock_on_bedroom_door,d_lockbox,d_long_term_stays_allowed,d_luggage_dropoff_allowed,d_microwave,d_mini_fridge,d_mosquito_net,d_outdoor_dining_area,d_outdoor_furniture,d_private_entrance,d_roomdarkening_shades,d_safe,d_security_cameras_on_property,d_single_level_home,d_smart_lock,d_smoke_alarm,d_toaster,d_window_guards,d_wine_glasses,d_have_kitchen,d_have_stove,d_have_oven,d_have_frige,d_have_o_machineee_machinecoffee,d_have_gril,d_have_freeon_premises,d_have_freestreet,d_have_paidon_premisvalet,d_have_paidoff_premisesselfparkingparking,d_have_wifiinternet,d_have_cable,d_have_tv,d_have_sound_system,d_have_toiletriesshampooconditionerbody_soapgel,d_have_washerdryer,d_have_iron,d_have_heating,d_have_air_condfan,d_have_balconyterrace,d_have_garden,d_have_breakfast,d_have_workoffice,d_have_fitnessgym,d_have_childrenbabycribhighcornerchang,d_have_fireplace,d_have_clothing_storage,d_f_property_type,d_host_is_superhost,d_host_identity_verified,price,id,neighbourhood_cleansed,property_type
condo,SARPI,within an hour,100,81,3,1,1,1,4.63,8,0.79,2,133,304,44,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1,condo,0,1,70,45559340,SARPI,condo
apartment,BUENOS AIRES - VENEZIA,within an hour,100,100,4,1,NA,NA,4.18,39,2.65,1,90,440,6,0,0,1,0,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,apartment,0,1,65,45630006,BUENOS AIRES - VENEZIA,apartment
condo,RIPAMONTI,NA,NA,100,3,1,1,2,NA,0,NA,2,84,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,condo,0,0,71,45643902,RIPAMONTI,condo
loft,DUOMO,NA,NA,NA,2,1,1,1,NA,0,NA,1,0,NA,NA,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,loft,0,1,49,45673498,DUOMO,loft
condo,BRERA,within an hour,100,100,4,1,1,2,4.57,7,0.58,1,338,364,31,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,1,condo,1,1,137,45748078,BRERA,condo
condo,BUENOS AIRES - VENEZIA,NA,NA,NA,2,1,NA,2,4.81,16,4.9,2,132,97,7,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,condo,0,1,73,45765890,BUENOS AIRES - VENEZIA,condo
loft,UMBRIA - MOLISE,within an hour,98,100,4,1,1,2,4.77,35,2.44,1,241,430,3,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,loft,0,1,70,45797122,UMBRIA - MOLISE,loft
loft,TIBALDI,within a day,100,88,4,1,1,2,5,2,0.17,2,89,361,263,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,loft,0,0,45,45820477,TIBALDI,loft
loft,PORTA ROMANA,NA,NA,80,3,1,1,2,4.5,6,0.43,1,0,415,311,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,loft,0,0,60,45825370,PORTA ROMANA,loft
loft,TICINESE,within a few hours,98,97,2,1,1,1,4.86,14,1.1,5,133,381,43,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,loft,1,1,120,45912446,TICINESE,loft
condo,CENTRALE,within an hour,100,100,2,1.5,1,NA,4.5,2,0.65,1,356,91,10,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,condo,0,1,95,45923753,CENTRALE,condo
condo,BOVISA,within an hour,93,98,4,1,1,1,NA,0,NA,1,153,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,condo,0,1,105,45933890,BOVISA,condo
condo,ISOLA,within a few hours,83,100,3,1,2,2,4.5,2,0.61,5,340,97,61,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,condo,0,0,150,45935865,ISOLA,condo
condo,STADERA,within an hour,100,100,2,1,1,1,4.83,6,1.8,1,344,99,45,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,condo,0,1,80,45952123,STADERA,condo
loft,TICINESE,NA,NA,NA,4,1,1,1,NA,0,NA,10,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,loft,0,1,120,45974292,TICINESE,loft
condo,BRERA,within an hour,100,94,2,1,1,1,4.86,7,0.56,7,347,374,11,1,0,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,condo,0,1,90,46016274,BRERA,condo
apartment,GARIBALDI REPUBBLICA,within an hour,100,100,3,1,1,2,4.17,29,2.13,1,269,407,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,1,0,apartment,0,1,50,46099382,GARIBALDI REPUBBLICA,apartment
apartment,BRERA,NA,NA,NA,4,1,1,2,NA,0,NA,2,75,NA,NA,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,apartment,0,1,120,46147199,BRERA,apartment
condo,TIBALDI,NA,NA,NA,6,2,2,4,NA,0,NA,2,43,NA,NA,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,condo,0,1,129,46210358,TIBALDI,condo
condo,LODI - CORVETTO,within an hour,93,97,4,1,1,1,5,1,0.65,2,359,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,condo,0,1,99,46232770,LODI - CORVETTO,condo
condo,WASHINGTON,NA,NA,NA,4,1,NA,NA,NA,0,NA,2,75,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,condo,0,1,80,46268215,WASHINGTON,condo
condo,TIBALDI,NA,NA,0,5,1,1,3,NA,0,NA,5,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,condo,0,0,80,46345208,TIBALDI,condo
condo,BRERA,NA,NA,NA,4,1,NA,1,NA,0,NA,2,75,NA,NA,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,condo,0,1,110,46347293,BRERA,condo
condo,BRERA,NA,NA,NA,4,1,NA,1,5,2,0.31,2,0,193,150,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,condo,0,1,125,46347440,BRERA,condo
condo,"NAVIGLI",within a few hours,100,83,2,1,1,1,NA,0,NA,29,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,condo,0,1,82,46351606,"NAVIGLI",condo
condo,MAGGIORE - MUSOCCO,NA,NA,50,2,1,1,1,NA,0,NA,15,229,NA,NA,1,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,condo,0,1,35,46351838,MAGGIORE - MUSOCCO,condo
condo,NIGUARDA - CA' GRANDA,within an hour,90,100,2,1,1,2,NA,0,NA,29,178,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,condo,0,1,45,46354641,NIGUARDA - CA' GRANDA,condo
condo,NIGUARDA - CA' GRANDA,within an hour,90,100,3,1,1,1,2,1,0.15,29,272,198,198,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,condo,0,1,54,46366565,NIGUARDA - CA' GRANDA,condo
condo,MAGENTA - S. VITTORE,NA,NA,NA,4,1,1,2,NA,0,NA,2,76,NA,NA,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,condo,0,1,110,46388512,MAGENTA - S. VITTORE,condo
loft,DUOMO,within an hour,100,98,4,1,1,2,4.88,8,0.65,30,46,368,84,0,1,1,0,0,1,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,loft,1,1,128,46406970,DUOMO,loft
apartment,WASHINGTON,within an hour,100,100,3,1,1,2,4.68,41,3.14,1,9,391,11,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,1,1,0,apartment,0,1,76,46407203,WASHINGTON,apartment
condo,CENTRALE,within an hour,100,100,2,1,1,1,4.8,59,4.8,1,353,368,10,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,1,condo,0,1,63,46440338,CENTRALE,condo
loft,STADERA,within a few hours,100,NA,4,1,1,1,NA,0,NA,2,179,NA,NA,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0,loft,0,1,250,46441351,STADERA,loft
condo,BUENOS AIRES - VENEZIA,within an hour,99,97,4,1,1,1,4.8,5,0.41,1,73,362,116,0,0,1,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,condo,0,1,102,46458417,BUENOS AIRES - VENEZIA,condo
condo,BUENOS AIRES - VENEZIA,within an hour,99,97,4,1,NA,2,4.6,5,0.41,1,68,367,107,0,0,1,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,condo,0,1,115,46459325,BUENOS AIRES - VENEZIA,condo
condo,BUENOS AIRES - VENEZIA,within an hour,99,97,4,1,NA,2,4.57,7,0.56,1,60,371,99,0,0,1,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,condo,0,1,115,46461374,BUENOS AIRES - VENEZIA,condo
condo,ISOLA,within an hour,100,100,4,1,1,1,4.38,13,1.09,1,126,358,18,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,condo,0,1,74,46499503,ISOLA,condo
loft,CITTA' STUDI,within a few hours,100,73,3,1,1,1,4.67,3,1.53,3,169,58,23,0,1,1,1,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1,loft,0,0,80,46500252,CITTA' STUDI,loft
loft,WASHINGTON,within an hour,100,100,2,1,1,1,4.77,31,2.9,1,57,320,24,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,loft,1,1,95,46521049,WASHINGTON,loft
loft,TICINESE,within a day,82,13,2,1,1,2,NA,0,NA,30,197,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,loft,0,1,53,46522806,TICINESE,loft
loft,VIALE MONZA,within a few hours,80,100,3,1,1,1,5,6,0.5,1,133,357,4,1,0,1,1,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,loft,0,1,80,46560454,VIALE MONZA,loft
condo,BUENOS AIRES - VENEZIA,NA,NA,NA,2,1,NA,1,NA,0,NA,15,83,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,condo,0,1,80,46573374,BUENOS AIRES - VENEZIA,condo
condo,ISOLA,NA,NA,NA,4,1,1,1,NA,0,NA,15,276,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,condo,0,1,120,46615820,ISOLA,condo
condo,MACIACHINI - MAGGIOLINA,within a few hours,98,97,2,1,1,2,4.83,6,0.52,10,152,345,38,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,condo,1,1,50,46659117,MACIACHINI - MAGGIOLINA,condo
condo,BANDE NERE,within a few hours,100,96,2,1,1,1,5,13,2.98,2,322,130,22,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,1,condo,0,0,74,46662660,BANDE NERE,condo
loft,BUENOS AIRES - VENEZIA,NA,NA,100,2,1,NA,2,5,2,0.21,28,2,280,186,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,0,0,0,1,loft,1,1,73,46668626,BUENOS AIRES - VENEZIA,loft
condo,NA,within an hour,100,92,2,1,1,1,5,12,0.95,2,171,378,4,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,condo,1,1,64,46672351,ORTOMERCATO,condo
condo,XXII MARZO,within a few hours,100,60,4,1,1,2,5,3,1.73,2,98,51,44,1,0,1,1,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,condo,0,1,75,46724683,XXII MARZO,condo
apartment,S. SIRO,NA,NA,33,4,1,1,4,NA,0,NA,7,0,NA,NA,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,apartment,0,1,37,46727707,S. SIRO,apartment
condo,NA,within an hour,100,100,2,1,NA,1,4.75,8,2.35,1,74,101,46,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,condo,0,1,40,46739254,FIGINO,condo
condo,NA,within an hour,100,99,4,1,1,2,5,1,0.15,1,205,204,204,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,condo,1,1,198,46761833,GIARDINI PORTA VENEZIA,condo
condo,CENTRALE,within an hour,100,100,2,1,1,1,4.58,60,4.97,1,342,361,3,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,condo,0,1,54,46784146,CENTRALE,condo
condo,NA,within an hour,100,100,4,1,1,2,4.86,21,1.7,1,342,369,13,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,condo,1,1,69,46795953,BICOCCA,condo
home/apt,LODI - CORVETTO,within an hour,100,78,2,1,2,2,NA,0,NA,7,38,NA,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,home/apt,0,1,59,46810557,LODI - CORVETTO,home/apt
condo,ISOLA,within an hour,100,100,2,1.5,1,1,NA,0,NA,1,365,NA,NA,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,1,condo,0,1,150,46861838,ISOLA,condo
condo,BUENOS AIRES - VENEZIA,within an hour,100,83,3,1,1,2,4,2,0.97,6,221,61,39,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,condo,0,1,75,46894393,BUENOS AIRES - VENEZIA,condo
condo,DE ANGELI - MONTE ROSA,within a few hours,100,100,4,1,2,4,NA,0,NA,2,214,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,condo,0,0,110,46914592,DE ANGELI - MONTE ROSA,condo
condo,NA,NA,NA,NA,4,1,2,4,NA,0,NA,2,44,NA,NA,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,condo,0,1,69,46934855,QUARTO OGGIARO,condo
condo,BRERA,within a few hours,90,7,3,1,1,2,NA,0,NA,3,89,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,condo,0,1,150,46935088,BRERA,condo
