f_property_type,f_neighbourhood_cleansed,f_host_response_time,p_host_response_rate,p_host_acceptance_rate,n_accommodates,n_bathrooms,n_bedrooms,n_beds,n_review_scores_rating,n_number_of_reviews,n_reviews_per_month,n_minimum_nights,n_availability_365,n_days_sincefirst,n_days_sincelast,d_baking_sheet,d_bathtub,d_bed_linens,d_bidet,d_building_staff,d_carbon_monoxide_alarm,d_cleaning_before_checkout,d_cleaning_products,d_cooking_basics,d_dining_table,d_dishes_and_silverware,d_drying_rack_for_clothing,d_elevator,d_essentials,d_ethernet_connection,d_ev_charger,d_extra_pillows_and_blankets,d_fire_extinguisher,d_first_aid_kit,d_freezer,d_hangers,d_host_greets_you,d_hot_tub,d_hot_water,d_hot_water_kettle,d_keypad,d_laundromat_nearby,d_lock_on_bedroom_door,d_lockbox,d_long_term_stays_allowed,d_luggage_dropoff_allowed,d_microwave,d_mini_fridge,d_mosquito_net,d_outdoor_dining_area,d_outdoor_furniture,d_private_entrance,d_roomdarkening_shades,d_safe,d_security_cameras_on_property,d_single_level_home,d_smart_lock,d_smoke_alarm,d_toaster,d_window_guards,d_wine_glasses,d_have_kitchen,d_have_stove,d_have_oven,d_have_frige,d_have_o_machineee_machinecoffee,d_have_gril,d_have_freeon_premises,d_have_freestreet,d_have_paidon_premisvalet,d_have_paidoff_premisesselfparkingparking,d_have_wifiinternet,d_have_cable,d_have_tv,d_have_sound_system,d_have_toiletriesshampooconditionerbody_soapgel,d_have_washerdryer,d_have_iron,d_have_heating,d_have_air_condfan,d_have_balconyterrace,d_have_garden,d_have_breakfast,d_have_workoffice,d_have_fitnessgym,d_have_childrenbabycribhighcornerchang,d_have_fireplace,d_have_clothing_storage,d_f_property_type,d_host_is_superhost,d_host_identity_verified,price,id,neighbourhood_cleansed,property_type
condo,CENTRALE,within an hour,100,0,4,2,2,4,5,5,0.06,3,358,2431,976,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,condo,0,1,290,984744,CENTRALE,condo
loft,BARONA,a few days or more,0,0,3,1,1,1,0,1,0.01,2,362,2294,2294,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,loft,0,1,300,987041,BARONA,loft
condo,LORETO,within a few hours,100,0,2,1,1,1,4.74,63,0.63,4,358,3008,976,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,condo,0,1,80,1008604,LORETO,condo
loft,VILLAPIZZONE,NA,NA,NA,2,1,1,1,4.5,3,0.03,5,0,3009,2282,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,loft,0,1,63,1028560,VILLAPIZZONE,loft
condo,"NAVIGLI",NA,NA,NA,4,2,1,2,3.67,6,0.07,2,363,2402,2297,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,condo,0,1,300,1033738,"NAVIGLI",condo
loft,"NAVIGLI",within a day,100,NA,4,1,1,3,4.75,4,0.05,3,87,2434,976,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,loft,0,1,250,1033967,"NAVIGLI",loft
condo,UMBRIA - MOLISE,within a day,100,44,2,1,1,1,4.77,54,0.52,2,166,3128,433,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,condo,0,1,90,1033982,UMBRIA - MOLISE,condo
loft,TIBALDI,NA,NA,NA,2,1,2,1,4.76,21,0.2,2,106,3168,1443,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,loft,0,1,50,1039269,TIBALDI,loft
loft,RONCHETTO SUL NAVIGLIO,within an hour,100,0,4,2,1,3,4.89,19,0.18,5,348,3167,976,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,loft,0,0,91,1042549,RONCHETTO SUL NAVIGLIO,loft
condo,BUENOS AIRES - VENEZIA,within a day,50,0,3,1,1,1,4.74,55,0.55,2,0,3004,940,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,condo,0,1,56,1042759,BUENOS AIRES - VENEZIA,condo
condo,ISOLA,within a few hours,100,100,2,1,1,2,5,7,0.07,2,351,3010,10,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,condo,0,1,110,1094131,ISOLA,condo
loft,ISOLA,within a few hours,100,46,2,1.5,1,1,4.64,59,0.57,2,360,3095,142,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,loft,0,1,106,1109746,ISOLA,loft
loft,TIBALDI,within a few hours,80,22,3,1.5,1,4,4.53,62,0.59,1,344,3136,45,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,loft,0,1,85,1134583,TIBALDI,loft
loft,"NAVIGLI",within a day,100,75,3,1,1,2,4.95,42,0.48,2,267,2628,158,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,loft,0,1,75,1146681,"NAVIGLI",loft
condo,WASHINGTON,within a day,50,80,2,1,1,2,4.23,27,0.26,2,234,3068,1216,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,condo,0,1,50,1159232,WASHINGTON,condo
condo,TICINESE,NA,NA,NA,2,1,1,1,4.5,7,0.07,2,362,3095,978,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,condo,0,1,170,1179288,TICINESE,condo
condo,STADERA,NA,NA,NA,2,1,1,1,4.1,12,0.14,1,225,2645,980,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,1,0,1,1,0,0,0,0,condo,0,0,50,1215461,STADERA,condo
condo,MAGENTA - S. VITTORE,within a few hours,100,NA,4,1,1,2,4.6,10,0.1,1,250,3090,1645,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,condo,0,0,210,1217287,MAGENTA - S. VITTORE,condo
loft,BUENOS AIRES - VENEZIA,within a few hours,100,43,5,1,2,3,4.62,49,0.48,2,360,3046,51,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,0,0,loft,0,1,170,1224715,BUENOS AIRES - VENEZIA,loft
condo,STADERA,within an hour,88,97,4,1,2,2,4.2,140,1.37,2,305,3059,123,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,condo,0,1,35,1227001,STADERA,condo
condo,GIAMBELLINO,within an hour,100,100,3,1,1,2,NA,0,NA,2,177,NA,NA,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,condo,0,1,60,1238373,GIAMBELLINO,condo
loft,LORETO,within an hour,86,90,3,2,1,1,4.1,119,1.16,3,328,3078,215,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,loft,0,1,66,1251238,LORETO,loft
loft,GHISOLFA,within an hour,100,80,4,1,1,1,4.79,148,1.45,3,291,3065,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,loft,1,1,120,1314504,GHISOLFA,loft
condo,XXII MARZO,within an hour,100,100,2,1.5,1,2,4.86,77,1.11,2,122,2089,397,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,condo,0,1,55,1327432,XXII MARZO,condo
condo,BUENOS AIRES - VENEZIA,NA,NA,NA,4,1,1,1,4.87,15,0.15,5,163,2978,1547,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,condo,0,1,85,1364714,BUENOS AIRES - VENEZIA,condo
loft,S. CRISTOFORO,a few days or more,30,57,2,1,1,1,4.25,8,0.09,2,357,2803,483,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,loft,0,1,80,1411174,S. CRISTOFORO,loft
condo,DUOMO,within an hour,100,100,3,1,1,1,4.63,788,7.85,1,123,3012,2,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,condo,0,1,61,1482235,DUOMO,condo
condo,TICINESE,NA,NA,0,3,1,1,2,4.7,51,0.54,29,75,2839,701,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,condo,0,1,48,1485286,TICINESE,condo
condo,LORETO,NA,NA,NA,4,1,1,3,4.34,249,2.73,2,1,2731,659,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,condo,0,1,42,1504025,LORETO,condo
condo,CITTA' STUDI,within an hour,100,33,2,1,1,1,4.64,27,0.29,1,138,2768,164,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,condo,1,1,53,1680685,CITTA' STUDI,condo
loft,CENTRALE,NA,NA,NA,2,1,1,1,4.72,421,4.25,2,331,2974,3,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,loft,0,1,90,1694086,CENTRALE,loft
condo,GHISOLFA,within a few hours,80,79,2,1,1,3,4.5,56,0.57,1,285,2971,85,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,condo,1,1,63,1815207,GHISOLFA,condo
loft,"NAVIGLI",NA,NA,NA,3,1,2,1,5,1,0.02,2,0,1858,1858,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,loft,0,1,60,1840418,"NAVIGLI",loft
loft,S. CRISTOFORO,within an hour,100,96,4,1,1,2,4.47,73,0.78,2,158,2803,8,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,1,0,0,loft,0,1,66,1952588,S. CRISTOFORO,loft
condo,PORTA ROMANA,within an hour,100,100,3,1,1,2,4.84,143,1.63,3,232,2631,15,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,condo,1,1,46,1962869,PORTA ROMANA,condo
condo,DUOMO,within an hour,100,50,6,1.5,3,7,4.63,46,0.49,2,306,2844,713,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0,condo,1,1,289,1988879,DUOMO,condo
condo,PORTA ROMANA,within an hour,100,98,4,1,1,2,4.22,70,0.73,2,288,2895,143,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,condo,0,1,54,2019554,PORTA ROMANA,condo
condo,GHISOLFA,within a few hours,100,64,3,1,1,2,4.87,15,0.22,2,312,2069,654,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,1,condo,0,1,70,2033228,GHISOLFA,condo
condo,SARPI,within a day,100,33,4,1,1,2,5,3,0.03,30,342,2768,1096,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,condo,0,1,94,2050657,SARPI,condo
loft,SARPI,within an hour,100,NA,4,2,2,NA,4.92,13,0.14,2,317,2801,977,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,loft,0,1,250,2078081,SARPI,loft
loft,CITTA' STUDI,within a few hours,100,50,2,1,1,NA,4.82,17,0.18,2,228,2801,44,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,loft,0,1,79,2143192,CITTA' STUDI,loft
loft,ISOLA,within an hour,100,100,2,1,1,1,4.85,513,5.43,1,235,2831,16,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,loft,0,1,68,2211908,ISOLA,loft
condo,XXII MARZO,a few days or more,40,50,2,1,1,2,4,4,0.04,9,201,2802,709,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,condo,0,1,70,2213911,XXII MARZO,condo
loft,GRECO,within a few hours,100,70,4,1,1,4,4.44,28,0.37,3,360,2255,14,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,loft,0,1,50,2286357,GRECO,loft
condo,MACIACHINI - MAGGIOLINA,within an hour,100,50,3,1,NA,2,4.2,5,0.05,3,228,2761,1710,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,condo,0,1,50,2293580,MACIACHINI - MAGGIOLINA,condo
condo,STADERA,within a few hours,100,43,3,1,3,4,4.63,8,0.1,1,163,2519,521,0,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1,condo,1,1,70,2328099,STADERA,condo
loft,S. CRISTOFORO,within a day,100,100,4,1,1,2,4.6,5,0.05,5,259,2805,978,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,loft,0,1,180,2342528,S. CRISTOFORO,loft
loft,WASHINGTON,NA,NA,NA,3,1,1,1,3,2,0.02,2,0,2798,2451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,loft,0,0,85,2369242,WASHINGTON,loft
condo,GUASTALLA,within a day,70,33,4,2,1,2,5,8,0.09,5,164,2706,53,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,condo,0,0,156,2378383,GUASTALLA,condo
loft,VIALE MONZA,NA,NA,NA,2,1,NA,1,4.88,80,0.85,2,0,2824,713,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,loft,1,1,70,2403383,VIALE MONZA,loft
loft,DUOMO,within a day,80,22,3,2,2,2,4.71,7,0.07,5,228,2802,627,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,loft,0,1,240,2404439,DUOMO,loft
condo,DUOMO,within an hour,100,100,2,1,1,1,4.87,358,5.44,1,221,1973,3,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,condo,1,1,77,2422568,DUOMO,condo
loft,"NAVIGLI",within an hour,100,0,2,1,1,1,4.86,57,0.61,2,258,2801,757,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,loft,0,1,76,2443599,"NAVIGLI",loft
condo,SARPI,NA,NA,100,2,1.5,1,NA,4.78,18,0.19,4,94,2803,2277,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,condo,1,1,43,2451561,SARPI,condo
loft,TICINESE,NA,NA,100,3,2,1,2,4.76,38,0.44,2,43,2610,661,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,loft,1,1,140,2477228,TICINESE,loft
condo,UMBRIA - MOLISE,within a day,100,55,4,1,1,2,4.33,15,0.16,150,154,2805,315,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,condo,1,1,20,2481015,UMBRIA - MOLISE,condo
condo,"NAVIGLI",NA,NA,NA,4,1,2,2,4.64,11,0.15,7,339,2270,766,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,condo,0,1,120,2503668,"NAVIGLI",condo
condo,CITTA' STUDI,NA,NA,NA,4,1,1,3,NA,0,NA,2,23,NA,NA,1,0,1,1,0,1,0,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,0,0,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,condo,0,1,120,2540509,CITTA' STUDI,condo
loft,DUOMO,a few days or more,0,0,3,2,1,3,4.83,7,0.07,2,362,2805,2068,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,loft,0,1,154,2555515,DUOMO,loft
