f_property_type,f_neighbourhood_cleansed,n_accommodates,n_bathrooms,n_bedrooms,n_beds,n_review_scores_rating,n_number_of_reviews,n_reviews_per_month,n_minimum_nights,n_availability_365,n_days_sincelast,d_baking_sheet,d_bathtub,d_bed_linens,d_bidet,d_building_staff,d_carbon_monoxide_alarm,d_cleaning_before_checkout,d_cleaning_products,d_cooking_basics,d_dining_table,d_dishes_and_silverware,d_drying_rack_for_clothing,d_elevator,d_essentials,d_ethernet_connection,d_ev_charger,d_extra_pillows_and_blankets,d_fire_extinguisher,d_first_aid_kit,d_freezer,d_hangers,d_host_greets_you,d_hot_tub,d_hot_water,d_hot_water_kettle,d_keypad,d_laundromat_nearby,d_lock_on_bedroom_door,d_lockbox,d_long_term_stays_allowed,d_luggage_dropoff_allowed,d_microwave,d_mini_fridge,d_mosquito_net,d_outdoor_dining_area,d_outdoor_furniture,d_private_entrance,d_roomdarkening_shades,d_safe,d_security_cameras_on_property,d_single_level_home,d_smart_lock,d_smoke_alarm,d_toaster,d_window_guards,d_wine_glasses,d_have_kitchen,d_have_stove,d_have_oven,d_have_frige,d_coffee_machine,d_have_gril,d_free_parking_on_premises,d_free_parking_on_street,d_paid_parking_on_premises,d_paid_parking_off_premises,d_wifi,d_have_cable,d_have_tv,d_have_sound_system,d_shampoo_toiletries,d_have_washerdryer,d_have_iron,d_have_heating,d_have_air_condfan,d_balcony,d_have_garden,d_have_breakfast,d_have_workoffice,d_have_fitnessgym,d_family_friendly,d_have_fireplace,d_have_clothing_storage,d_f_property_type,d_host_is_superhost,d_host_identity_verified,price,id,property_type,flag_f_neighbourhood_cleansed,flag_days_sincelast,flag_review_scores_rating,flag_reviews_per_month,f_bathrooms,ln_bed,f_beds,f_bedrooms,f_review_scores_rating,f_number_of_reviews,f_minimum_nights
condo,DERGANO,3,1,1,2,4.88,8,0.19,14,108,1178,1,0,1,1,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1,condo,0,0,65,24939614,condo,0,0,0,0,1,0.6931471805599453,2,2,3,2,3
condo,CENTRALE,2,1,1,1,4.85,67,1.69,1,120,48,0,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,1,condo,1,1,55,24980482,condo,0,0,0,0,1,0,1,2,3,2,1
condo,Missing Value,2,1,1,2,5,1,0.94,2,268,31,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0,1,condo,0,1,73,24982623,condo,1,0,0,0,1,0.6931471805599453,2,2,3,2,1
condo,Missing Value,3,1,1,2,4.73,22,0.52,1,19,346,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0,1,0,0,condo,0,1,71,25017751,condo,1,0,0,0,1,0.6931471805599453,2,2,3,2,1
loft,RONCHETTO SUL NAVIGLIO,2,1,0,1,5,8,0.19,15,44,50,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,loft,1,1,36,25051053,loft,0,0,0,0,1,0,1,1,3,2,3
condo,Missing Value,2,1,1,1,5,15,0.36,2,0,1006,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,condo,0,1,51,25052142,condo,1,0,0,0,1,0,1,2,3,2,1
loft,PORTA ROMANA,2,1,1,1,4.69,16,0.41,3,73,659,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,loft,0,0,95,25095697,loft,0,0,0,0,1,0,1,2,3,2,1
loft,GHISOLFA,2,1,1,1,4.82,0,0.71,1,117,59,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,loft,0,1,131,25118684,loft,0,1,1,1,1,0,1,2,3,1,1
apartment,DUOMO,2,1,1,2,4.36,14,0.33,1,120,90,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,apartment,0,1,103,25123357,apartment,0,0,0,0,1,0.6931471805599453,2,2,3,2,1
condo,S. CRISTOFORO,6,2,2,5,4.67,3,0.07,30,45,656,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,condo,0,1,180,25163342,condo,0,0,0,0,2,1.6094379124341003,3,2,3,2,3
loft,BUENOS AIRES - VENEZIA,2,1,0,2,3.5,4,0.09,1,0,1256,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,loft,0,1,56,25168516,loft,0,0,0,0,1,0.6931471805599453,2,1,2,2,1
condo,RONCHETTO SUL NAVIGLIO,3,1,1,1,5,1,0.03,32,196,900,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,condo,0,1,90,25258814,condo,0,0,0,0,1,0,1,2,3,2,3
apartment,DUOMO,2,1,1,2,4.37,54,1.9,1,190,29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1,apartment,0,1,77,25302584,apartment,0,0,0,0,1,0.6931471805599453,2,2,3,2,1
condo,PAGANO,5,2,3,4,4.82,0,0.71,29,317,59,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,1,0,1,0,0,condo,0,1,190,25334227,condo,0,1,1,1,2,1.3862943611198906,3,2,3,1,3
condo,TICINESE,2,1,1,2,4.82,0,0.71,20,258,59,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,condo,1,1,75,25347852,condo,0,1,1,1,1,0.6931471805599453,2,2,3,1,3
condo,DUOMO,3,1,1,2,4.82,0,0.71,29,0,59,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0,condo,0,1,150,25363931,condo,0,1,1,1,1,0.6931471805599453,2,2,3,1,3
loft,XXII MARZO,2,1,0,1,4.47,20,0.47,1,0,1206,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,loft,0,1,40,25400631,loft,0,0,0,0,1,0,1,1,3,2,1
condo,STADERA,2,1,2,2,4.82,0,0.71,7,89,59,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,condo,0,0,80,25433300,condo,0,1,1,1,1,0.6931471805599453,2,2,3,1,3
loft,TIBALDI,3,1,1,1,5,2,0.05,3,73,977,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,loft,0,1,96,25437721,loft,0,0,0,0,1,0,1,2,3,2,1
condo,BUENOS AIRES - VENEZIA,2,1,1,1,4.17,6,0.15,31,173,730,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,condo,0,1,80,25487038,condo,0,0,0,0,1,0,1,2,3,2,3
loft,GHISOLFA,4,2,2,2,4.78,36,1.1,4,356,8,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,0,1,1,0,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,loft,1,1,252,25545505,loft,0,0,0,0,2,0.6931471805599453,2,2,3,2,2
condo,ISOLA,2,1,1,2,4.5,4,0.1,3,0,969,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,condo,0,1,70,25914387,condo,0,0,0,0,1,0.6931471805599453,2,2,3,2,1
condo,BUENOS AIRES - VENEZIA,2,1,1,1,4.23,14,0.36,4,161,64,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,condo,0,0,60,25966250,condo,0,0,0,0,1,0,1,2,3,2,2
condo,MAGENTA - S. VITTORE,4,1,2,2,4.75,8,0.19,2,0,1222,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,condo,0,1,60,25983869,condo,0,0,0,0,1,0.6931471805599453,2,2,3,2,1
loft,BOVISA,2,1,1,2,4.57,9,0.22,2,29,95,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,loft,0,0,55,25991290,loft,0,0,0,0,1,0.6931471805599453,2,2,3,2,1
loft,BUENOS AIRES - VENEZIA,4,1,0,2,4.99,72,1.73,7,58,11,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,loft,1,1,69,26022855,loft,0,0,0,0,1,0.6931471805599453,2,1,3,2,3
loft,SARPI,4,1,2,2,4.98,184,4.34,2,117,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,loft,1,1,79,26122600,loft,0,0,0,0,1,0.6931471805599453,2,2,3,3,1
condo,TORTONA,4,1,1,2,4.82,0,0.71,28,0,59,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,0,0,1,0,1,0,0,condo,0,1,130,26147844,condo,0,1,1,1,1,0.6931471805599453,2,2,3,1,3
condo,LORETO,2,1,1,1,4.76,108,2.71,4,18,36,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1,condo,0,1,55,26151132,condo,0,0,0,0,1,0,1,2,3,3,2
condo,MACIACHINI - MAGGIOLINA,3,1,1,2,4.82,0,0.71,29,317,59,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,0,0,1,0,1,0,0,condo,0,1,120,26155788,condo,0,1,1,1,1,0.6931471805599453,2,2,3,1,3
loft,XXII MARZO,2,1,1,1,4.73,15,0.35,2,104,831,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,loft,0,1,49,26230322,loft,0,0,0,0,1,0,1,2,3,2,1
condo,DUOMO,4,2,1,1,4.82,0,0.71,29,0,59,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,condo,0,1,160,26249918,condo,0,1,1,1,2,0,1,2,3,1,3
apartment,DUOMO,2,1,1,2,4.18,28,1.24,1,124,83,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,apartment,0,1,113,26313116,apartment,0,0,0,0,1,0.6931471805599453,2,2,3,2,1
apartment,DUOMO,2,1,1,1,4.27,41,1.04,1,123,52,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,apartment,0,1,88,26314445,apartment,0,0,0,0,1,0,1,2,3,2,1
condo,ISOLA,4,1,1,2,4.73,12,0.29,2,0,965,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,condo,0,1,89,26381287,condo,0,0,0,0,1,0.6931471805599453,2,2,3,2,1
condo,ISOLA,2,1,1,1,5,3,0.07,1,0,1201,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,condo,0,1,59,26448029,condo,0,0,0,0,1,0,1,2,3,2,1
loft,RONCHETTO SUL NAVIGLIO,2,1,1,1,5,6,0.15,15,260,608,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,loft,1,1,37,26482107,loft,0,0,0,0,1,0,1,2,3,2,3
loft,TIBALDI,4,2,2,2,4.92,116,2.85,3,53,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,loft,1,1,106,26598742,loft,0,0,0,0,2,0.6931471805599453,2,2,3,3,1
condo,DERGANO,2,1,1,1,4.2,20,0.64,1,304,72,1,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,condo,0,0,40,26664211,condo,0,0,0,0,1,0,1,2,3,2,1
condo,GRATOSOGLIO - TICINELLO,4,1,1,2,4.82,0,0.71,1,0,59,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,condo,0,0,150,26716747,condo,0,1,1,1,1,0.6931471805599453,2,2,3,1,1
condo,RIPAMONTI,2,1,1,1,5,18,0.44,2,0,1137,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,condo,0,1,49,26750044,condo,0,0,0,0,1,0,1,2,3,2,1
loft,TIBALDI,3,1,1,2,4.87,365,8.75,2,59,7,0,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,1,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,loft,1,1,53,26763193,loft,0,0,0,0,1,0.6931471805599453,2,2,3,3,1
loft,LORETO,4,1,1,1,4.65,20,0.52,2,0,703,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,loft,0,1,40,26822102,loft,0,0,0,0,1,0,1,2,3,2,1
loft,STADERA,5,1,2,3,4.86,57,1.42,2,141,80,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,loft,0,1,59,26918547,loft,0,0,0,0,1,1.0986122886681098,3,2,3,2,1
condo,LORETO,2,1,0,1,4.72,94,2.31,3,38,23,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,condo,0,1,39,26988375,condo,0,0,0,0,1,0,1,1,3,2,1
condo,BRERA,2,1,1,1,4.82,0,0.71,1,281,59,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,condo,0,1,173,27027916,condo,0,1,1,1,1,0,1,2,3,1,1
apartment,CENTRALE,3,1,1,2,4.85,13,3.86,2,339,16,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,apartment,1,1,105,27075747,apartment,0,0,0,0,1,0.6931471805599453,2,2,3,2,1
apartment,CENTRALE,3,1,1,2,4.83,6,0.16,2,331,31,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,apartment,1,1,117,27077413,apartment,0,0,0,0,1,0.6931471805599453,2,2,3,2,1
loft,BRERA,2,1,1,1,4.83,12,0.39,3,0,765,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,loft,0,1,99,27096064,loft,0,0,0,0,1,0,1,2,3,2,1
condo,"NAVIGLI",4,1,1,2,5,6,0.15,2,0,810,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,condo,0,1,60,27126020,condo,0,0,0,0,1,0.6931471805599453,2,2,3,2,1
condo,LORETO,5,1,2,4,4.82,0,0.71,1,0,59,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,condo,1,1,70,27130184,condo,0,1,1,1,1,1.3862943611198906,3,2,3,1,1
apartment,BRERA,6,3,2,3,5,1,0.18,1,146,165,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,apartment,0,1,273,27214253,apartment,0,0,0,0,2,1.0986122886681098,3,2,3,2,1
apartment,CENTRALE,4,1,1,3,4.88,17,0.45,2,308,17,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,apartment,1,1,124,27214629,apartment,0,0,0,0,1,1.0986122886681098,3,2,3,2,1
apartment,CENTRALE,4,1,2,4,5,1,0.2,2,196,147,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,apartment,1,1,117,27221811,apartment,0,0,0,0,1,1.3862943611198906,3,2,3,2,1
apartment,CENTRALE,6,1,2,4,4.75,4,0.12,2,327,10,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,apartment,1,1,220,27222827,apartment,0,0,0,0,1,1.3862943611198906,3,2,3,2,1
apartment,CENTRALE,5,1,2,5,4.82,0,0.71,2,248,59,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,apartment,1,1,130,27244161,apartment,0,1,1,1,1,1.6094379124341003,3,2,3,1,1
apartment,CENTRALE,5,1,2,4,4.82,0,0.71,2,267,59,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,apartment,1,1,136,27246842,apartment,0,1,1,1,1,1.3862943611198906,3,2,3,1,1
condo,LORETO,4,1,1,2,4.13,8,0.2,1,0,1184,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,condo,0,1,30,27294622,condo,0,0,0,0,1,0.6931471805599453,2,2,3,2,1
