f_property_type,f_neighbourhood_cleansed,n_accommodates,n_bathrooms,n_bedrooms,n_beds,n_review_scores_rating,n_number_of_reviews,n_reviews_per_month,n_minimum_nights,n_availability_365,n_days_sincelast,d_baking_sheet,d_bathtub,d_bed_linens,d_bidet,d_building_staff,d_carbon_monoxide_alarm,d_cleaning_before_checkout,d_cleaning_products,d_cooking_basics,d_dining_table,d_dishes_and_silverware,d_drying_rack_for_clothing,d_elevator,d_essentials,d_ethernet_connection,d_ev_charger,d_extra_pillows_and_blankets,d_fire_extinguisher,d_first_aid_kit,d_freezer,d_hangers,d_host_greets_you,d_hot_tub,d_hot_water,d_hot_water_kettle,d_keypad,d_laundromat_nearby,d_lock_on_bedroom_door,d_lockbox,d_long_term_stays_allowed,d_luggage_dropoff_allowed,d_microwave,d_mini_fridge,d_mosquito_net,d_outdoor_dining_area,d_outdoor_furniture,d_private_entrance,d_roomdarkening_shades,d_safe,d_security_cameras_on_property,d_single_level_home,d_smart_lock,d_smoke_alarm,d_toaster,d_window_guards,d_wine_glasses,d_have_kitchen,d_have_stove,d_have_oven,d_have_frige,d_coffee_machine,d_have_gril,d_free_parking_on_premises,d_free_parking_on_street,d_paid_parking_on_premises,d_paid_parking_off_premises,d_wifi,d_have_cable,d_have_tv,d_have_sound_system,d_shampoo_toiletries,d_have_washerdryer,d_have_iron,d_have_heating,d_have_air_condfan,d_balcony,d_have_garden,d_have_breakfast,d_have_workoffice,d_have_fitnessgym,d_family_friendly,d_have_fireplace,d_have_clothing_storage,d_f_property_type,d_host_is_superhost,d_host_identity_verified,price,id,property_type,flag_f_neighbourhood_cleansed,flag_days_sincelast,flag_review_scores_rating,flag_reviews_per_month,f_bathrooms,ln_bed,f_beds,f_bedrooms,f_review_scores_rating,f_number_of_reviews,f_minimum_nights
condo,PADOVA,3,1,1,3,5,8,0.24,3,348,662,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,condo,1,0,80,33311370,condo,0,0,0,0,1,1.0986122886681098,3,2,3,2,1
loft,"NAVIGLI",4,1,1,3,4.82,0,0.71,10,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,loft,0,0,174,33330328,loft,0,1,1,1,1,1.0986122886681098,3,2,3,1,3
condo,"NAVIGLI",2,1,2,2,4.82,0,0.71,3,364,59,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,1,1,0,0,0,0,condo,0,1,155,33352113,condo,0,1,1,1,1,0.6931471805599453,2,2,3,1,1
loft,SARPI,2,1,1,1,5,3,0.09,4,275,49,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,0,1,0,0,0,1,loft,0,1,110,33355872,loft,0,0,0,0,1,0,1,2,3,2,2
loft,TICINESE,2,1,0,1,4.8,6,0.18,3,98,43,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,1,loft,0,1,94,33356007,loft,0,0,0,0,1,0,1,1,3,2,1
condo,"NAVIGLI",2,1.5,1,1,5,1,0.65,4,159,45,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,condo,0,1,180,33364175,condo,0,0,0,0,1,0,1,2,3,2,2
loft,TORTONA,2,1,0,1,4.82,0,0.71,3,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,loft,0,1,200,33371659,loft,0,1,1,1,1,0,1,1,3,1,1
loft,PADOVA,3,1,1,2,5,1,0.03,2,89,977,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,loft,0,1,250,33378149,loft,0,0,0,0,1,0.6931471805599453,2,2,3,2,1
loft,BUENOS AIRES - VENEZIA,5,1,1,3,4.82,0,0.71,2,287,59,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,loft,0,0,104,33382170,loft,0,1,1,1,1,1.0986122886681098,3,2,3,1,1
loft,PARCO FORLANINI - ORTICA,4,2.5,1,1,5,4,0.12,3,87,767,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,loft,0,1,160,33384825,loft,0,0,0,0,2,0,1,2,3,2,1
condo,DE ANGELI - MONTE ROSA,2,2,1,1,5,1,0.03,3,0,978,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,condo,0,1,200,33412495,condo,0,0,0,0,2,0,1,2,3,2,1
loft,EX OM - MORIVIONE,3,1.5,1,2,4.82,0,0.71,3,348,59,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,loft,0,0,120,33416524,loft,0,1,1,1,1,0.6931471805599453,2,2,3,1,1
apartment,DUOMO,4,1,1,2,4.76,98,2.99,1,304,15,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,apartment,0,1,181,33429962,apartment,0,0,0,0,1,0.6931471805599453,2,2,3,2,1
loft,SCALO ROMANA,2,1,1,1,4.83,6,0.22,3,176,12,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,loft,0,0,78,33437266,loft,0,0,0,0,1,0,1,2,3,2,1
loft,STADERA,3,1,1,1,5,6,0.19,2,0,44,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,1,loft,0,1,51,33448712,loft,0,0,0,0,1,0,1,2,3,2,1
loft,UMBRIA - MOLISE,4,1,1,1,4.79,91,2.78,1,339,6,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,loft,0,1,67,33480445,loft,0,0,0,0,1,0,1,2,3,2,1
loft,SARPI,2,1,0,1,4.79,19,0.58,2,317,608,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,loft,1,1,65,33481754,loft,0,0,0,0,1,0,1,1,3,2,1
condo,TICINESE,3,1,1,2,4.82,0,0.71,29,75,59,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,condo,0,1,45,33488219,condo,0,1,1,1,1,0.6931471805599453,2,2,3,1,3
loft,BUENOS AIRES - VENEZIA,2,1,1,1,4.82,0,0.71,2,90,59,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,loft,0,0,150,33513769,loft,0,1,1,1,1,0,1,2,3,1,1
loft,TICINESE,4,1,0,3,5,5,0.16,2,0,94,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,loft,0,1,110,33537939,loft,0,0,0,0,1,1.0986122886681098,3,1,3,2,1
condo,TICINESE,2,1,1,1,4.82,0,0.71,3,88,59,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,condo,0,0,200,33544844,condo,0,1,1,1,1,0,1,2,3,1,1
condo,PORTA ROMANA,3,1,2,2,4.82,0,0.71,2,88,59,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,condo,0,0,260,33544962,condo,0,1,1,1,1,0.6931471805599453,2,2,3,1,1
loft,LODI - CORVETTO,4,1,1,2,4.82,0,0.71,1,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,loft,0,0,160,33549410,loft,0,1,1,1,1,0.6931471805599453,2,2,3,1,1
loft,TICINESE,4,1,1,2,4.81,42,1.43,2,211,11,1,0,1,0,0,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0,1,loft,1,1,77,33576509,loft,0,0,0,0,1,0.6931471805599453,2,2,3,2,1
condo,UMBRIA - MOLISE,4,1,1,1,4.82,0,0.71,2,0,59,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,condo,0,0,200,33598884,condo,0,1,1,1,1,0,1,2,3,1,1
loft,MAGENTA - S. VITTORE,4,1,1,1,4.82,0,0.71,2,255,59,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,loft,0,1,250,33600197,loft,0,1,1,1,1,0,1,2,3,1,1
loft,DERGANO,2,1,1,1,4,5,0.16,3,0,656,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,loft,0,0,60,33603937,loft,0,0,0,0,1,0,1,2,3,2,1
condo,BANDE NERE,4,1,2,2,4.82,0,0.71,3,263,59,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,condo,0,0,250,33606767,condo,0,1,1,1,1,0.6931471805599453,2,2,3,1,1
apartment,BRERA,4,1,1,1,5,2,0.07,1,140,343,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,apartment,0,1,173,33625141,apartment,0,0,0,0,1,0,1,2,3,2,1
condo,GUASTALLA,5,1,2,2,4.8,10,0.31,110,0,914,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,condo,1,1,46,33626147,condo,0,0,0,0,1,0.6931471805599453,2,2,3,2,3
loft,SELINUNTE,6,2,2,2,4.82,160,4.9,1,356,7,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,loft,1,1,112,33626237,loft,0,0,0,0,2,0.6931471805599453,2,2,3,3,1
condo,DE ANGELI - MONTE ROSA,4,1,2,3,4.69,13,0.43,1,0,663,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,condo,0,0,110,33629815,condo,0,0,0,0,1,1.0986122886681098,3,2,3,2,1
loft,LORETO,2,1,1,1,5,1,0.03,1,73,978,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,loft,0,0,150,33632382,loft,0,0,0,0,1,0,1,2,3,2,1
condo,MACIACHINI - MAGGIOLINA,4,1,2,3,4.63,34,1.13,3,89,16,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,condo,0,1,73,33634828,condo,0,0,0,0,1,1.0986122886681098,3,2,3,2,1
loft,MECENATE,2,1,1,1,4.83,6,0.18,2,348,154,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,loft,0,1,80,33640906,loft,0,0,0,0,1,0,1,2,3,2,1
loft,S. CRISTOFORO,4,1,2,1,4.82,0,0.71,2,48,59,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,loft,0,1,89,33651017,loft,0,1,1,1,1,0,1,2,3,1,1
condo,LORETO,4,1,2,3,4.82,0,0.71,6,363,59,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,condo,0,0,160,33651909,condo,0,1,1,1,1,1.0986122886681098,3,2,3,1,3
loft,STADERA,3,1,1,2,4.43,7,0.23,4,76,88,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,loft,0,1,69,33653343,loft,0,0,0,0,1,0.6931471805599453,2,2,3,2,2
condo,LAMBRATE,4,1,2,4,4.82,0,0.71,2,0,59,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,condo,0,0,127,33710866,condo,0,1,1,1,1,1.3862943611198906,3,2,3,1,1
condo,MACIACHINI - MAGGIOLINA,4,1,1,2,4.82,0,0.71,1,0,59,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,condo,0,0,180,33713038,condo,0,1,1,1,1,0.6931471805599453,2,2,3,1,1
condo,"NAVIGLI",2,1,0,2,4.5,2,0.06,1,0,910,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,condo,0,0,100,33730499,condo,0,0,0,0,1,0.6931471805599453,2,1,3,2,1
condo,MAGENTA - S. VITTORE,4,1,2,4,4.82,0,0.71,5,12,59,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,condo,0,0,100,33773022,condo,0,1,1,1,1,1.3862943611198906,3,2,3,1,2
apartment,DUOMO,4,1,1,2,4.35,17,0.65,1,117,98,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,apartment,0,1,121,33791974,apartment,0,0,0,0,1,0.6931471805599453,2,2,3,2,1
condo,GUASTALLA,2,1,1,1,5,1,0.42,29,296,70,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,0,0,1,0,1,0,0,condo,0,1,180,33924945,condo,0,0,0,0,1,0,1,2,3,2,3
loft,LAMBRATE,2,1,1,1,4.25,5,0.16,1,0,802,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,loft,0,1,20,34086844,loft,0,0,0,0,1,0,1,2,3,2,1
condo,PARCO LAMBRO - CIMIANO,2,1,1,1,4.9,10,0.32,2,16,45,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,condo,0,1,50,34132839,condo,0,0,0,0,1,0,1,2,3,2,1
condo,CITTA' STUDI,3,1,1,2,4.63,8,0.26,2,0,33,1,0,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,1,condo,1,1,52,34242655,condo,0,0,0,0,1,0.6931471805599453,2,2,3,2,1
loft,MECENATE,2,2,1,1,5,5,0.16,2,0,817,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,loft,0,0,63,34263957,loft,0,0,0,0,2,0,1,2,3,2,1
condo,Missing Value,5,1,2,3,3,1,0.04,3,356,713,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,condo,0,1,125,34334688,condo,1,0,0,0,1,1.0986122886681098,3,2,2,2,1
loft,PADOVA,5,2,2,5,4.82,0,0.71,3,365,59,0,1,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,loft,0,0,170,34401791,loft,0,1,1,1,2,1.6094379124341003,3,2,3,1,1
condo,LODI - CORVETTO,2,1,0,1,5,7,0.24,2,0,809,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,condo,0,1,60,34445510,condo,0,0,0,0,1,0,1,1,3,2,1
loft,DERGANO,2,1,1,1,4,3,0.1,3,0,752,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,loft,0,1,69,34463315,loft,0,0,0,0,1,0,1,2,3,2,1
loft,MAGENTA - S. VITTORE,4,1.5,2,2,4.82,0,0.71,2,0,59,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,loft,1,1,131,34532434,loft,0,1,1,1,1,0.6931471805599453,2,2,3,1,1
loft,LORETO,3,1,2,3,4.67,21,0.7,1,0,661,0,0,1,0,1,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,loft,1,0,77,34557021,loft,0,0,0,0,1,1.0986122886681098,3,2,3,2,1
condo,CITTA' STUDI,2,1,1,1,0,1,0.04,3,356,678,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,condo,0,0,45,34682008,condo,0,0,0,0,1,0,1,2,1,2,1
condo,SCALO ROMANA,5,1,2,3,4.6,5,0.19,2,0,710,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,condo,0,1,90,34686720,condo,0,0,0,0,1,1.0986122886681098,3,2,3,2,1
apartment,RONCHETTO SUL NAVIGLIO,3,1,1,2,4.52,64,3.07,1,136,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,apartment,0,1,49,34764909,apartment,0,0,0,0,1,0.6931471805599453,2,2,3,2,1
loft,WASHINGTON,2,1,1,1,4.83,24,0.88,2,155,10,0,0,1,1,0,0,1,0,1,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,1,loft,0,1,50,34765040,loft,0,0,0,0,1,0,1,2,3,2,1
